"sample","virus","viral_only_reads","disease","cell_type"
"SRR22753461","HSV1_KOS","128","Juvenile Dermatomyositis","CD14"
"SRR22753461","HSV2_StrainG","9","Juvenile Dermatomyositis","CD14"
"SRR22753461","KSHV","13","Juvenile Dermatomyositis","CD14"
"SRR22753461","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753462","combined_herpes_viruses","119","Juvenile Dermatomyositis","CD4"
"SRR22753462","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753462","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753462","HHV6B","3","Juvenile Dermatomyositis","CD4"
"SRR22753462","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753462","HSV1_KOS","166","Juvenile Dermatomyositis","CD4"
"SRR22753462","HSV2_StrainG","2","Juvenile Dermatomyositis","CD4"
"SRR22753462","KSHV","11","Juvenile Dermatomyositis","CD4"
"SRR22753462","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753463","combined_herpes_viruses","56","Juvenile Dermatomyositis","CD19"
"SRR22753463","EBV","5","Juvenile Dermatomyositis","CD19"
"SRR22753463","HCMV","3","Juvenile Dermatomyositis","CD19"
"SRR22753463","HHV6B","9","Juvenile Dermatomyositis","CD19"
"SRR22753463","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753463","HSV1_KOS","65","Juvenile Dermatomyositis","CD19"
"SRR22753463","HSV2_StrainG","5","Juvenile Dermatomyositis","CD19"
"SRR22753463","KSHV","4","Juvenile Dermatomyositis","CD19"
"SRR22753463","VZV_Ellen","1","Juvenile Dermatomyositis","CD19"
"SRR22753464","combined_herpes_viruses","48","Juvenile Dermatomyositis","CD14"
"SRR22753464","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753464","HCMV","2","Juvenile Dermatomyositis","CD14"
"SRR22753464","HHV6B","8","Juvenile Dermatomyositis","CD14"
"SRR22753464","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753464","HSV1_KOS","89","Juvenile Dermatomyositis","CD14"
"SRR22753464","HSV2_StrainG","2","Juvenile Dermatomyositis","CD14"
"SRR22753464","KSHV","7","Juvenile Dermatomyositis","CD14"
"SRR22753464","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753465","combined_herpes_viruses","294","Juvenile Dermatomyositis","CD8"
"SRR22753465","EBV","4","Juvenile Dermatomyositis","CD8"
"SRR22753465","HCMV","2","Juvenile Dermatomyositis","CD8"
"SRR22753465","HHV6B","4","Juvenile Dermatomyositis","CD8"
"SRR22753465","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753465","HSV1_KOS","365","Juvenile Dermatomyositis","CD8"
"SRR22753465","HSV2_StrainG","10","Juvenile Dermatomyositis","CD8"
"SRR22753465","KSHV","13","Juvenile Dermatomyositis","CD8"
"SRR22753465","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753466","combined_herpes_viruses","176","Juvenile Dermatomyositis","CD4"
"SRR22753466","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753466","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753466","HHV6B","2","Juvenile Dermatomyositis","CD4"
"SRR22753466","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753466","HSV1_KOS","208","Juvenile Dermatomyositis","CD4"
"SRR22753466","HSV2_StrainG","3","Juvenile Dermatomyositis","CD4"
"SRR22753466","KSHV","5","Juvenile Dermatomyositis","CD4"
"SRR22753466","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753467","combined_herpes_viruses","5","Juvenile Dermatomyositis","PBMC"
"SRR22753467","EBV","4","Juvenile Dermatomyositis","PBMC"
"SRR22753467","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753467","HHV6B","3","Juvenile Dermatomyositis","PBMC"
"SRR22753467","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753467","HSV1_KOS","0","Juvenile Dermatomyositis","PBMC"
"SRR22753467","HSV2_StrainG","3","Juvenile Dermatomyositis","PBMC"
"SRR22753467","KSHV","3","Juvenile Dermatomyositis","PBMC"
"SRR22753467","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753468","combined_herpes_viruses","230","Juvenile Dermatomyositis","CD19"
"SRR22753468","EBV","6","Juvenile Dermatomyositis","CD19"
"SRR22753468","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753468","HHV6B","3","Juvenile Dermatomyositis","CD19"
"SRR22753468","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753468","HSV1_KOS","311","Juvenile Dermatomyositis","CD19"
"SRR22753468","HSV2_StrainG","0","Juvenile Dermatomyositis","CD19"
"SRR22753468","KSHV","10","Juvenile Dermatomyositis","CD19"
"SRR22753468","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753469","combined_herpes_viruses","35","Juvenile Dermatomyositis","CD14"
"SRR22753469","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753469","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753469","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753469","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753469","HSV1_KOS","50","Juvenile Dermatomyositis","CD14"
"SRR22753469","HSV2_StrainG","1","Juvenile Dermatomyositis","CD14"
"SRR22753469","KSHV","0","Juvenile Dermatomyositis","CD14"
"SRR22753469","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753470","combined_herpes_viruses","147","Juvenile Dermatomyositis","CD8"
"SRR22753470","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753470","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753470","HHV6B","1","Juvenile Dermatomyositis","CD8"
"SRR22753470","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753470","HSV1_KOS","229","Juvenile Dermatomyositis","CD8"
"SRR22753470","HSV2_StrainG","3","Juvenile Dermatomyositis","CD8"
"SRR22753470","KSHV","2","Juvenile Dermatomyositis","CD8"
"SRR22753470","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753471","combined_herpes_viruses","13","Juvenile Dermatomyositis","PBMC"
"SRR22753471","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753471","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753471","HHV6B","8","Juvenile Dermatomyositis","PBMC"
"SRR22753471","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753471","HSV1_KOS","7","Juvenile Dermatomyositis","PBMC"
"SRR22753471","HSV2_StrainG","10","Juvenile Dermatomyositis","PBMC"
"SRR22753471","KSHV","4","Juvenile Dermatomyositis","PBMC"
"SRR22753471","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753472","combined_herpes_viruses","249","Juvenile Dermatomyositis","CD4"
"SRR22753472","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753472","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753472","HHV6B","1","Juvenile Dermatomyositis","CD4"
"SRR22753472","HHV7","4","Juvenile Dermatomyositis","CD4"
"SRR22753472","HSV1_KOS","350","Juvenile Dermatomyositis","CD4"
"SRR22753472","HSV2_StrainG","3","Juvenile Dermatomyositis","CD4"
"SRR22753472","KSHV","5","Juvenile Dermatomyositis","CD4"
"SRR22753472","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753473","combined_herpes_viruses","476","Juvenile Dermatomyositis","CD19"
"SRR22753473","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753473","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753473","HHV6B","4","Juvenile Dermatomyositis","CD19"
"SRR22753473","HHV7","7","Juvenile Dermatomyositis","CD19"
"SRR22753473","HSV1_KOS","584","Juvenile Dermatomyositis","CD19"
"SRR22753473","HSV2_StrainG","2","Juvenile Dermatomyositis","CD19"
"SRR22753473","KSHV","13","Juvenile Dermatomyositis","CD19"
"SRR22753473","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753474","combined_herpes_viruses","146","Juvenile Dermatomyositis","CD14"
"SRR22753474","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753474","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753474","HHV6B","3","Juvenile Dermatomyositis","CD14"
"SRR22753474","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753474","HSV1_KOS","189","Juvenile Dermatomyositis","CD14"
"SRR22753474","HSV2_StrainG","3","Juvenile Dermatomyositis","CD14"
"SRR22753474","KSHV","9","Juvenile Dermatomyositis","CD14"
"SRR22753474","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753475","combined_herpes_viruses","68","Juvenile Dermatomyositis","CD8"
"SRR22753475","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753475","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753475","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753475","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753475","HSV1_KOS","106","Juvenile Dermatomyositis","CD8"
"SRR22753475","HSV2_StrainG","4","Juvenile Dermatomyositis","CD8"
"SRR22753475","KSHV","2","Juvenile Dermatomyositis","CD8"
"SRR22753475","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753476","combined_herpes_viruses","28","Juvenile Dermatomyositis","CD4"
"SRR22753476","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753476","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753476","HHV6B","4","Juvenile Dermatomyositis","CD4"
"SRR22753476","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753476","HSV1_KOS","31","Juvenile Dermatomyositis","CD4"
"SRR22753476","HSV2_StrainG","23","Juvenile Dermatomyositis","CD4"
"SRR22753476","KSHV","27","Juvenile Dermatomyositis","CD4"
"SRR22753476","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753477","combined_herpes_viruses","33","Juvenile Dermatomyositis","CD4"
"SRR22753477","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753477","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753477","HHV6B","4","Juvenile Dermatomyositis","CD4"
"SRR22753477","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753477","HSV1_KOS","36","Juvenile Dermatomyositis","CD4"
"SRR22753477","HSV2_StrainG","12","Juvenile Dermatomyositis","CD4"
"SRR22753477","KSHV","25","Juvenile Dermatomyositis","CD4"
"SRR22753477","VZV_Ellen","1","Juvenile Dermatomyositis","CD4"
"SRR22753478","combined_herpes_viruses","37","Juvenile Dermatomyositis","CD4"
"SRR22753478","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753478","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753478","HHV6B","8","Juvenile Dermatomyositis","CD4"
"SRR22753478","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753478","HSV1_KOS","37","Juvenile Dermatomyositis","CD4"
"SRR22753478","HSV2_StrainG","26","Juvenile Dermatomyositis","CD4"
"SRR22753478","KSHV","36","Juvenile Dermatomyositis","CD4"
"SRR22753478","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753479","combined_herpes_viruses","13","Juvenile Dermatomyositis","PBMC"
"SRR22753479","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753479","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753479","HHV6B","1","Juvenile Dermatomyositis","PBMC"
"SRR22753479","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753479","HSV1_KOS","15","Juvenile Dermatomyositis","PBMC"
"SRR22753479","HSV2_StrainG","64","Juvenile Dermatomyositis","PBMC"
"SRR22753479","KSHV","33","Juvenile Dermatomyositis","PBMC"
"SRR22753479","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753480","combined_herpes_viruses","13","Juvenile Dermatomyositis","PBMC"
"SRR22753480","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753480","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753480","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753480","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753480","HSV1_KOS","14","Juvenile Dermatomyositis","PBMC"
"SRR22753480","HSV2_StrainG","36","Juvenile Dermatomyositis","PBMC"
"SRR22753480","KSHV","32","Juvenile Dermatomyositis","PBMC"
"SRR22753480","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753481","combined_herpes_viruses","23","Juvenile Dermatomyositis","PBMC"
"SRR22753481","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753481","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753481","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753481","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753481","HSV1_KOS","21","Juvenile Dermatomyositis","PBMC"
"SRR22753481","HSV2_StrainG","55","Juvenile Dermatomyositis","PBMC"
"SRR22753481","KSHV","44","Juvenile Dermatomyositis","PBMC"
"SRR22753481","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753482","combined_herpes_viruses","26","Juvenile Dermatomyositis","PBMC"
"SRR22753482","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753482","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753482","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753482","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753482","HSV1_KOS","20","Juvenile Dermatomyositis","PBMC"
"SRR22753482","HSV2_StrainG","43","Juvenile Dermatomyositis","PBMC"
"SRR22753482","KSHV","37","Juvenile Dermatomyositis","PBMC"
"SRR22753482","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753483","combined_herpes_viruses","11","Juvenile Dermatomyositis","CD19"
"SRR22753483","EBV","1","Juvenile Dermatomyositis","CD19"
"SRR22753483","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753483","HHV6B","1","Juvenile Dermatomyositis","CD19"
"SRR22753483","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753483","HSV1_KOS","3","Juvenile Dermatomyositis","CD19"
"SRR22753483","HSV2_StrainG","12","Juvenile Dermatomyositis","CD19"
"SRR22753483","KSHV","9","Juvenile Dermatomyositis","CD19"
"SRR22753483","VZV_Ellen","1","Juvenile Dermatomyositis","CD19"
"SRR22753484","combined_herpes_viruses","6","Juvenile Dermatomyositis","CD19"
"SRR22753484","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753484","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753484","HHV6B","0","Juvenile Dermatomyositis","CD19"
"SRR22753484","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753484","HSV1_KOS","5","Juvenile Dermatomyositis","CD19"
"SRR22753484","HSV2_StrainG","11","Juvenile Dermatomyositis","CD19"
"SRR22753484","KSHV","11","Juvenile Dermatomyositis","CD19"
"SRR22753484","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753485","combined_herpes_viruses","5","Juvenile Dermatomyositis","CD19"
"SRR22753485","EBV","1","Juvenile Dermatomyositis","CD19"
"SRR22753485","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753485","HHV6B","0","Juvenile Dermatomyositis","CD19"
"SRR22753485","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753485","HSV1_KOS","7","Juvenile Dermatomyositis","CD19"
"SRR22753485","HSV2_StrainG","9","Juvenile Dermatomyositis","CD19"
"SRR22753485","KSHV","8","Juvenile Dermatomyositis","CD19"
"SRR22753485","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753486","combined_herpes_viruses","10","Juvenile Dermatomyositis","CD19"
"SRR22753486","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753486","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753486","HHV6B","3","Juvenile Dermatomyositis","CD19"
"SRR22753486","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753486","HSV1_KOS","7","Juvenile Dermatomyositis","CD19"
"SRR22753486","HSV2_StrainG","6","Juvenile Dermatomyositis","CD19"
"SRR22753486","KSHV","10","Juvenile Dermatomyositis","CD19"
"SRR22753486","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753487","combined_herpes_viruses","14","Juvenile Dermatomyositis","CD4"
"SRR22753487","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753487","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753487","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753487","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753487","HSV1_KOS","27","Juvenile Dermatomyositis","CD4"
"SRR22753487","HSV2_StrainG","13","Juvenile Dermatomyositis","CD4"
"SRR22753487","KSHV","20","Juvenile Dermatomyositis","CD4"
"SRR22753487","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753488","combined_herpes_viruses","23","Juvenile Dermatomyositis","CD4"
"SRR22753488","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753488","HCMV","1","Juvenile Dermatomyositis","CD4"
"SRR22753488","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753488","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753488","HSV1_KOS","31","Juvenile Dermatomyositis","CD4"
"SRR22753488","HSV2_StrainG","8","Juvenile Dermatomyositis","CD4"
"SRR22753488","KSHV","11","Juvenile Dermatomyositis","CD4"
"SRR22753488","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753489","combined_herpes_viruses","24","Juvenile Dermatomyositis","CD4"
"SRR22753489","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753489","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753489","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753489","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753489","HSV1_KOS","31","Juvenile Dermatomyositis","CD4"
"SRR22753489","HSV2_StrainG","9","Juvenile Dermatomyositis","CD4"
"SRR22753489","KSHV","15","Juvenile Dermatomyositis","CD4"
"SRR22753489","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753490","combined_herpes_viruses","22","Juvenile Dermatomyositis","CD4"
"SRR22753490","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753490","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753490","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753490","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753490","HSV1_KOS","32","Juvenile Dermatomyositis","CD4"
"SRR22753490","HSV2_StrainG","11","Juvenile Dermatomyositis","CD4"
"SRR22753490","KSHV","16","Juvenile Dermatomyositis","CD4"
"SRR22753490","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753491","combined_herpes_viruses","7","Juvenile Dermatomyositis","CD14"
"SRR22753491","EBV","1","Juvenile Dermatomyositis","CD14"
"SRR22753491","HCMV","2","Juvenile Dermatomyositis","CD14"
"SRR22753491","HHV6B","5","Juvenile Dermatomyositis","CD14"
"SRR22753491","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753491","HSV1_KOS","5","Juvenile Dermatomyositis","CD14"
"SRR22753491","HSV2_StrainG","8","Juvenile Dermatomyositis","CD14"
"SRR22753491","KSHV","14","Juvenile Dermatomyositis","CD14"
"SRR22753491","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753492","combined_herpes_viruses","14","Juvenile Dermatomyositis","CD14"
"SRR22753492","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753492","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753492","HHV6B","5","Juvenile Dermatomyositis","CD14"
"SRR22753492","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753492","HSV1_KOS","8","Juvenile Dermatomyositis","CD14"
"SRR22753492","HSV2_StrainG","9","Juvenile Dermatomyositis","CD14"
"SRR22753492","KSHV","16","Juvenile Dermatomyositis","CD14"
"SRR22753492","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753493","combined_herpes_viruses","14","Juvenile Dermatomyositis","CD14"
"SRR22753493","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753493","HCMV","3","Juvenile Dermatomyositis","CD14"
"SRR22753493","HHV6B","4","Juvenile Dermatomyositis","CD14"
"SRR22753493","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753493","HSV1_KOS","8","Juvenile Dermatomyositis","CD14"
"SRR22753493","HSV2_StrainG","14","Juvenile Dermatomyositis","CD14"
"SRR22753493","KSHV","18","Juvenile Dermatomyositis","CD14"
"SRR22753493","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753494","combined_herpes_viruses","9","Juvenile Dermatomyositis","CD14"
"SRR22753494","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753494","HCMV","3","Juvenile Dermatomyositis","CD14"
"SRR22753494","HHV6B","2","Juvenile Dermatomyositis","CD14"
"SRR22753494","HHV7","1","Juvenile Dermatomyositis","CD14"
"SRR22753494","HSV1_KOS","8","Juvenile Dermatomyositis","CD14"
"SRR22753494","HSV2_StrainG","5","Juvenile Dermatomyositis","CD14"
"SRR22753494","KSHV","7","Juvenile Dermatomyositis","CD14"
"SRR22753494","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753495","combined_herpes_viruses","18","Juvenile Dermatomyositis","CD14"
"SRR22753495","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753495","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753495","HHV6B","2","Juvenile Dermatomyositis","CD14"
"SRR22753495","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753495","HSV1_KOS","8","Juvenile Dermatomyositis","CD14"
"SRR22753495","HSV2_StrainG","10","Juvenile Dermatomyositis","CD14"
"SRR22753495","KSHV","17","Juvenile Dermatomyositis","CD14"
"SRR22753495","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753496","combined_herpes_viruses","9","Juvenile Dermatomyositis","CD14"
"SRR22753496","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753496","HCMV","2","Juvenile Dermatomyositis","CD14"
"SRR22753496","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753496","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753496","HSV1_KOS","3","Juvenile Dermatomyositis","CD14"
"SRR22753496","HSV2_StrainG","9","Juvenile Dermatomyositis","CD14"
"SRR22753496","KSHV","19","Juvenile Dermatomyositis","CD14"
"SRR22753496","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753497","combined_herpes_viruses","11","Juvenile Dermatomyositis","CD14"
"SRR22753497","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753497","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753497","HHV6B","1","Juvenile Dermatomyositis","CD14"
"SRR22753497","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753497","HSV1_KOS","11","Juvenile Dermatomyositis","CD14"
"SRR22753497","HSV2_StrainG","9","Juvenile Dermatomyositis","CD14"
"SRR22753497","KSHV","16","Juvenile Dermatomyositis","CD14"
"SRR22753497","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753498","combined_herpes_viruses","6","Juvenile Dermatomyositis","CD14"
"SRR22753498","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753498","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753498","HHV6B","4","Juvenile Dermatomyositis","CD14"
"SRR22753498","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753498","HSV1_KOS","13","Juvenile Dermatomyositis","CD14"
"SRR22753498","HSV2_StrainG","11","Juvenile Dermatomyositis","CD14"
"SRR22753498","KSHV","12","Juvenile Dermatomyositis","CD14"
"SRR22753498","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753499","combined_herpes_viruses","10","Juvenile Dermatomyositis","CD8"
"SRR22753499","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753499","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753499","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753499","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753499","HSV1_KOS","18","Juvenile Dermatomyositis","CD8"
"SRR22753499","HSV2_StrainG","7","Juvenile Dermatomyositis","CD8"
"SRR22753499","KSHV","4","Juvenile Dermatomyositis","CD8"
"SRR22753499","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753500","combined_herpes_viruses","11","Juvenile Dermatomyositis","CD8"
"SRR22753500","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753500","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753500","HHV6B","3","Juvenile Dermatomyositis","CD8"
"SRR22753500","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753500","HSV1_KOS","10","Juvenile Dermatomyositis","CD8"
"SRR22753500","HSV2_StrainG","3","Juvenile Dermatomyositis","CD8"
"SRR22753500","KSHV","12","Juvenile Dermatomyositis","CD8"
"SRR22753500","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753501","combined_herpes_viruses","7","Juvenile Dermatomyositis","CD8"
"SRR22753501","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753501","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753501","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753501","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753501","HSV1_KOS","9","Juvenile Dermatomyositis","CD8"
"SRR22753501","HSV2_StrainG","6","Juvenile Dermatomyositis","CD8"
"SRR22753501","KSHV","10","Juvenile Dermatomyositis","CD8"
"SRR22753501","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753502","combined_herpes_viruses","11","Juvenile Dermatomyositis","CD8"
"SRR22753502","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753502","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753502","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753502","HHV7","1","Juvenile Dermatomyositis","CD8"
"SRR22753502","HSV1_KOS","15","Juvenile Dermatomyositis","CD8"
"SRR22753502","HSV2_StrainG","2","Juvenile Dermatomyositis","CD8"
"SRR22753502","KSHV","12","Juvenile Dermatomyositis","CD8"
"SRR22753502","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753503","combined_herpes_viruses","12","Juvenile Dermatomyositis","CD14"
"SRR22753503","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753503","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753503","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753503","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753503","HSV1_KOS","14","Juvenile Dermatomyositis","CD14"
"SRR22753503","HSV2_StrainG","3","Juvenile Dermatomyositis","CD14"
"SRR22753503","KSHV","0","Juvenile Dermatomyositis","CD14"
"SRR22753503","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753504","combined_herpes_viruses","7","Juvenile Dermatomyositis","CD14"
"SRR22753504","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753504","HCMV","0","Juvenile Dermatomyositis","CD14"
